JOB_ID,Skills
Job ID: 1864563 , bachelors or masters or equivalent degree in engineering  ability to write test plan for the feature execute and maintain  knowledge of test case enumeration and test data generation  strong knowledge of qa methodology and    ability to understand technical specifications and analyze log files  knowledge in javaperlpython based automation  knowledge in testing on win and mac os  knowledge of unix environment and shell scripting is desired  good coding knowledge and problem solving   for automation  knowledge with testing methodologies such as regression automation monkey testing etc familiarity with at least one programing language such as java c javascript json python ruby perl  understanding of software engineering practices  best practices for the full software development life cycle including agile software development use of software ides use of source control management  the ability to prioritize and perform multiple tasks simultaneously  strong problem solving and trouble shooting  s with the ability to come up with creative solutions to impossibletosolve problems  proven experience defining and leading an effective quality assurance process  ability to write sql queries
Job ID: 1864554 , bachelor degree or higher in computer science engineering or equivalent majorly focusing on cs fundamentals  data structures algo problem solving and coding  0 to 2  s of relevant engineering work experience  proficient in at least one programming java preferred c or c or scripting language such as sql perl python xml or ruby  ability to write clean code for basic data structures problems and algorithms in any one programming or scripting language  ability to recognize and adopt best practices in software engineering design testing version control documentation build deployment and operations  ability to read and interpret complex code debug and troubleshoot applicationlevel issues or issues with internal   with minimal guidance  ability to come up with simple solutions without overengineering 1   experience in software development and also in handling highly scalable systems  strong ability to troubleshoot and root cause medium to complex issues  exposure to aws technologies such as aws s3 dynamo db etc  ability to deeply understand the business objectives relevant to your team and your stakeholders teams and understand how the applications or   achieve business objectives
Job ID: 1864151 , completed within the last 6 months a bachelors or masters degree in computer science computer engineering or related fields or 1  s of experience in software development  strong fundamentals in core computer science areas like object oriented design data structures and algorithms    in at least one modern programming language such as c c java previous technical internships  experience with distributed multitiered systems algorithms and relational databases  experience in optimization mathematics such as linear programming and nonlinear optimization  ability to effectively articulate technical challenges and solutions  adept at handling ambiguous or undefined problems as well as ability to think abstractly     amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus
Job ID: 1855989 , in pursuit of a bachelor degree of any discipline with a graduation   of december 2022  summer 2023 knowledge of access control and video surveillance software applications eg lenel or ccure  interest in investigating accidents thefts disturbances and discrepancies  desire to work in a facility observing security gaps in physical barriers security officer procedure policies surveillance equipment and alarm points  ability to drive campaigns to reduce nuisance alarms  knowledge of workflow ticketing that includes extraction of performance metrics  ability to write  ed reports
Job ID: 1855983 , currently enrolled in a bachelor degree or higher  intermediate egvlookup to advanced excel  s eg writeedit vba  fluent   in english and spanishamazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus
Job ID: 1855706 , currently enrolled in an accredited universitycollege pursuing a bachelor degree or higher in technology business engineering or a   field  fluent   in english previous technical internship experience with a technologyfocused company  understanding of cloud computing and distributed systems  ability to analyze quantitatively problemsolve and scope business requirements  ability to deliver initiatives from conception through completion  ability to meet tight deadlines and prioritize projects and activities  knowledge of other european languages a plus  ability to influence decisions and solutions amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation visit   amazonjobsendisabilityus
Job ID: 1855125 , currently working towards a bachelor or masters degree in mechanical electrical industrial and systems engineering or supply chain engineering with an expected conferral   between 08012021 and 08012022 andor completed your degree no more than 12 months ago  knowledge of ie fundamentals eg basic spatial layouts of processing lines process paths etc  experience using one or more of the following technologies eg autocad rhino revit solidworks creo bim360 sketchup keyshot etc to deliver high quality models and designs  knowledge of converting subsystem functional requirements into engineering requirements and component designs experience with material handling and processing  proficient communication of technical   verbally and in writing  pursuant to the san francisco fair chance ordinance we will   for employment qualified applicants with arrest and conviction records pursuant to the los angeles fair chance ordinance we will   for employment qualified applicants with arrest and conviction records the pay range for this position in colorado is 82800  however base pay offered may vary depending on jobrelated knowledge  s and experience a signon bonus and restricted stock units may be provided as part of the compensation package in addition to a full range of medical financial andor other benefits dependent on the position offered this   is provided per the colorado equal pay act base pay   is based on market location applicants should apply via amazon internal or external careers site    amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus
Job ID: 1854556 ,currently enrolled in a bachelor degree program with a graduation conferral   between december 2022 and august 2023 ability to think and act strategically and tactically  ability to deal with ambiguity  solid organizational  s including prioritization and time management  strong interpersonal written and oral communication  s  problem solving  s  ability to summarize and communicate important data  an understanding of and passion for ecommerce  strong communication  s ie experience in coordinating teams and communicating to management   amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus  pursuant to the san francisco fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  pursuant to the los angeles fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  the pay for this position in colorado is 5043month full time interns working longer than 90 days will be eligible for access to a medical benefit and can enroll in a 401k on day 1 if age 18 interns will also have access to paid time off this   is provided per the colorado equal pay act base pay   is based on market location applicants should apply via amazons internal or external careers site
Job ID: 1854555 , currently enrolled in a babs degree program  graduating between december 2022 to august 2023  previous work internship andor other leadership experience in a professionalacademic environment in communications public relations andor writing highly effective oral written and interpersonal communication  s with demonstrated ability to effectively and comfortably interact with colleagues of diverse backgrounds and varying levels of seniority  excellent written and verbal communication  s and ability to create and effectively deliver factual relevant and clear messaging research etc  motivated selfstarter who can work well autonomously   amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus  pursuant to the san francisco fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  pursuant to the los angeles fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  the pay for this position in colorado is 4158month full time interns working longer than 90 days will be eligible for access to a medical benefit and can enroll in a 401k on day 1 if age 18 interns will also have access to paid time off this   is provided per the colorado equal pay act base pay   is based on market location applicants should apply via amazons internal or external careers site
Job ID: 1854554 , currently pursuing a bachelor degree with a conferral   between december 2022 and august 2023  work internship or other leadership experience in a professional environment  open for placement with one of amazons hr teams across north america ability to show effective use of analytics and data  excellent written and verbal communication  s  ability to embrace the big picture and exercise judgment  demonstrated ability to bring big ideas and influence across all levels of an organization  strong bias for action  ability to adapt well to fastpaced environments with high growth and ambiguity  majorsconcentrations in hr management organizational development business administration or related fields    with microsoft office eg excel word   amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus  pursuant to the san francisco fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  pursuant to the los angeles fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  the pay for this position in colorado is 4363month full time interns working longer than 90 days will be eligible for access to a medical benefit and can enroll in a 401k on day 1 if age 18 interns will also have access to paid time off this   is provided per the colorado equal pay act base pay   is based on market location applicants should apply via amazons internal or external careers site
Job ID: 1854218 , 3  s of fulltime industry work experience which occurred between graduation from your undergraduate program and prior to starting your mba or master program or 3  s of military work experience prior to starting your mba or master program  graduating in december 2022 or summer 2023 from an mba or master degree program with studies in human resources or related fields  experience in human resources or related fields andor knowledge of human resource theory organizational effectiveness and dynamics leadership management theory etc passion for building a career in human resources  experience working in a global or matrixed organization  strong business and hr acumen including strong problem solving  s and critical thinking  projectprogram management  s  experience in coaching senior leaders and managers  exceptional listening  s and ability to relate to influence and coach employees of all levels in the organization
Job ID: 1854213 , 3  s of fulltime industry work experience which occurred between graduation from your undergraduate program and prior to starting your mba  graduating in 2022 from an mba degree program  experience in human resources or related fields andor knowledge of human resource theory organizational effectiveness and dynamics leadership management theory etc passion for building a career in human resources  experience working in a global or matrixed organization  strong business and hr acumen including strong problem solving  s and critical thinking  projectprogram management  s  experience in coaching senior leaders and managers  exceptional communication written and verbal and listening  s and the ability to relate to influence and coach employees of all levels in the organization
Job ID: 1854127 , bachelors or associates degree in computer science computer engineering or related sciencetechnical fields equivalent training certifications andor experience  02  s of relevant experience or currently enrolled with a graduation   in 2022  good communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  demonstrated ability to adapt to new technologies and learn quickly  experience with two or more of the following networking fundamentals security storage databases relational andor nosql operating systems unix linux andor windows modern programming languages nodejs java ruby c python or php  business fluent english and german languages  s experience implementing a cloudbased technology solution in a school project or while working for a company  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing        
Job ID: 1853398 , currently enrolled in an accredited universitycollege pursuing a bachelor degree or higher in finance business marketing or relevant field of study  graduating between december 2022 and september 2023 previous internship experience with a technologyfocused company ideally in business development  understanding of cloud computing and distributed systems  ability to analyze quantitatively problemsolve and scope business requirements  ability to deliver initiatives from conception through completion  ability to meet tight deadlines and prioritize projects and activities  excellent oral and written communication  s  ability to influence decisions and solutions   amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus
Job ID: 1852353 , bachelors or associates degree in computer science computer engineering or related sciencetechnical fields equivalent training certifications andor experience  02  s of relevant experience or currently enrolled with a graduation   in 2022  experience with one of the following programming languages java python ruby nodejs c or c  experience with two or more of the following networking fundamentals security storage or databases relational andor nosql operating systems unix linux andor windows good communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  experience implementing a cloudbased technology solution in a school project or while working for a company  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing or programming nodejs java ruby c python or php  demonstrated ability to adapt to new technologies and learn quickly  amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus
Job ID: 1852212 , a degree in computer science  engineering  mathematics  technology  related sciencetechnical field or equivalent training certifications andor experience  interest and aptitude to learn about and deliver cloudbased solutions to customers  experience with one of the programming languages like java python ruby nodejs c or c or the interest and technical ability to learn a programming language  written and verbal communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  fluent   in english demonstrated ability to adapt to new technologies and learn quickly  experience with networking fundamentals including security storage or databases relational andor nosql operating systems unix linux andor windows  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing or programming nodejs java ruby c python or php  experience around implementing cloudbased technology solutions  in a school project or while working for a company  fluent   in german      
Job ID: 1852158 , a degree in computer science  engineering  mathematics  technology  related sciencetechnical field or equivalent training certifications andor experience  interest and aptitude to learn about and deliver cloudbased solutions to customers  experience with one of the programming languages like java python ruby nodejs c or c or the interest and technical ability to learn a programming language  written and verbal communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  fluent   in english demonstrated ability to adapt to new technologies and learn quickly  experience with networking fundamentals including security storage or databases relational andor nosql operating systems unix linux andor windows  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing or programming nodejs java ruby c python or php  experience around implementing cloudbased technology solutions  in a school project or while working for a company   
Job ID: 1852129 , currently in your penultimate or final   of a degree in computer science  engineering  mathematics  technology  related sciencetechnical field ideally completing this degree postinternship  interest and aptitude to learn about and deliver cloudbased solutions to customers  experience with one of the programming languages like java python ruby nodejs c or c or the interest and technical ability to learn a programming language  written and verbal communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  fluent   in english demonstrated ability to adapt to new technologies and learn quickly  experience with networking fundamentals including security storage or databases relational andor nosql operating systems unix linux andor windows  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing or programming nodejs java ruby c python or php    
Job ID: 1852069 , bachelors degree in computer science  engineering  mathematics  technology  related sciencetechnical field or equivalent training certifications andor experience  02  s of relevant experience or currently enrolled with a graduation   in 2022  interest and aptitude to learn about and deliver cloudbased solutions to customers  experience with one of the programming languages like java python ruby nodejs c or c or the interest and technical ability to learn a programming language  written and verbal communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  fluent   in english as you will be required to work with clients and teams in region applicants for this opportunity will need work authorization for singapore demonstrated ability to adapt to new technologies and learn quickly  experience with networking fundamentals including security storage or databases relational andor nosql operating systems unix linux andor windows  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing or programming nodejs java ruby c python or php  experience around implementing cloudbased technology solutions  in a school project or while working for a company     
Job ID: 1851846 , bachelors or associates degree in computer science computer engineering or related sciencetechnical fields equivalent training certifications andor experience  02  s of relevant experience or currently enrolled with a graduation   in 2022  good communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  demonstrated ability to adapt to new technologies and learn quickly  experience with two or more of the following networking fundamentals security storage databases relational andor nosql operating systems unix linux andor windows modern programming languages nodejs java ruby c python or php  business fluent english languages  s experience implementing a cloudbased technology solution in a school project or while working for a company  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing       
Job ID: 1851755 ,currently enrolled in an associate or greater degree program eg associate degree bachelor degree with a graduation   between december 2022 and august 2023 majoring in one of the following computer science computer engineering computer   systems or related sciencetechnical fields  experience with one of the following programming languages java python ruby nodejs c or c  experience with two or more of the following networking fundamentals security storage or databases relational andor nosql operating systems unix linux andor windows  candi s   be able to legally work in singapore  important note for application  you   attach a one page written response with your resume saved in pdf or microsoft word format and upload this as part of your application for this one page written response do not use bullet points please follow the instructions below  as written communications  s are an important aspect of the culture at amazon please choose and respond to one of the two questions below for your application  1 define innovation using anecdotal examples and professional experiences  2 why is it always day 1  the questions are designed so that they can be interpreted in multiple ways you   respond in narrative form do not use bullet points do not include any confidential   in your responses we will evaluate your writing based on your clarity of thought and expression and the organization and structure of your written response  note we will only   applications with the one page written response and uploaded together with your resume returning to your degree after completing the internship  available to work fulltime for a minimum of 8 weeks  good communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  demonstrated ability to adapt to new technologies and learn quickly  amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus
Job ID: 1850428 , bachelors or associates degree in computer science computer engineering or related sciencetechnical fields equivalent training certifications andor experience  02  s of relevant experience or currently enrolled with a graduation   in 2022  good communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  demonstrated ability to adapt to new technologies and learn quickly  experience with two or more of the following networking fundamentals security storage databases relational andor nosql operating systems unix linux andor windows modern programming languages nodejs java ruby c python or php  business fluent english and spanish languages  s experience implementing a cloudbased technology solution in a school project or while working for a company  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing    amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus      
Job ID: 1849890 , currently in your penultimate or final   of a degree in computer science  engineering  mathematics  technology  related sciencetechnical field ideally completing this degree postinternship  interest and aptitude to learn about and deliver cloudbased solutions to customers  experience with one of the programming languages like java python ruby nodejs c or c or the interest and technical ability to learn a programming language  written and verbal communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  fluent   in english and arabic demonstrated ability to adapt to new technologies and learn quickly  experience with networking fundamentals including security storage or databases relational andor nosql operating systems unix linux andor windows  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing or programming nodejs java ruby c python or php  returning to your degree after completing the internship  available to work fulltime for a minimum of 12 weeks      
Job ID: 1848737 , a degree in computer science  engineering  mathematics  technology  related sciencetechnical field or equivalent training certifications andor experience  interest and aptitude to learn about and deliver cloudbased solutions to customers  experience with one of the programming languages like java python ruby nodejs c or c or the interest and technical ability to learn a programming language  written and verbal communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  fluent   in english and arabic demonstrated ability to adapt to new technologies and learn quickly  experience with networking fundamentals including security storage or databases relational andor nosql operating systems unix linux andor windows  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing or programming nodejs java ruby c python or php  experience around implementing cloudbased technology solutions  in a school project or while working for a company     
Job ID: 1839465 , currently working towards a bachelor or masters degree in computer science computer engineering systems engineering electrical engineering or other equivalent technical disciplines with an expected conferral   between september 2022  august 2024  experience with coding scripting automating in at least one language eg python c c java ruby or powershell  experience with distributed computing programs and systems experience with opensource technologies eg linux spring react  familiarity with tcpicp networking fundamentals and application of ip protocols such as dns dhcp ntp smtp and snmp  demonstrate understanding in the basic areas of computer science such as algorithms data structures object oriented design databases  experience with aws    experience with automating and simplifying team development test and operations processes  experience with lab equipment oscilloscope multimeter etc and how to automate it  understanding of ee fundamentals fallrise time load regulation rf circuit design etc  amazon is an equal opportunity employer and does not discriminate on the basis of race ethnicity gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus  pursuant to the san francisco fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  pursuant to the los angeles fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  the pay range for this position in colorado is 7530month fulltime interns working longer than 90 days will be eligible for access to a medical benefit and can enroll in a 401k on day 1 if age 18 interns will also have access to paid time off this   is provided per the colorado equal pay act base pay   is based on market location applicants should apply via amazons internal or external careers site
Job ID: 1839464 , currently working towards a bachelor degree in computer science computer engineering electrical engineering network engineering or other technical disciplines with an expected conferral   between september 2022  august 2024  knowledge of one or more scripting languages eg perl python ruby shell scripting and automating tasks  knowledge of networking fundamentals such as troubleshooting basics eg ping traceroute curl netstat and routing protocols eg bgp ospf mpls isis tcpip experience with data center networks internet routing andor network operating systems    in at least one modern programming language eg python java scala c or c  computer science fundamentals in oo design functional programming data structure and algorithm design  amazon is an equal opportunity employer and does not discriminate on the basis of race ethnicity gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus  pursuant to the san francisco fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  pursuant to the los angeles fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  the pay range for this position in colorado is 8557month fulltime interns working longer than 90 days will be eligible for access to a medical benefit and can enroll in a 401k on day 1 if age 18 interns will also have access to paid time off this   is provided per the colorado equal pay act base pay   is based on market location applicants should apply via amazons internal or external careers site
Job ID: 1839463 , currently working towards a bachelor in game design humancentered interaction animation computer science or other equivalent discipline with an expected conferral   between september 2022  august 2024  creative materials demonstrating past work experience and deliverables in game design  knowledge of fundamental aspects of game design including how to influence and execute game design and balance or iterate upon a feature previous game design internships  experience designing and crafting gameplay experiences  experience or affinity with genres such as real time strategy game mobas tower defenses and  or twin stick shooters  experience with multi player competitive games  experience with combat navigation  experience with ides such as unreal or other engines  amazon is an equal opportunity employer and does not discriminate on the basis of race ethnicity gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus  pursuant to the san francisco fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  pursuant to the los angeles fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  the pay range for this position in colorado is 5128month fulltime interns working longer than 90 days will be eligible for access to a medical benefit and can enroll in a 401k on day 1 if age 18 interns will also have access to paid time off this   is provided per the colorado equal pay act base pay   is based on market location applicants should apply via amazons internal or external careers site
Job ID: 1839290 , currently working towards a bachelor of fine arts with an expected conferral   between september 2022  august 2024  creative materials demonstrating past work experience and deliverables in one or more of the following environmental modeling character modeling texture mapping animation visual effects concept art technical art or graphic designuser interface  experience with one or more of the following industry   3d studio max maya photoshop zbrush substance unreal blender etc  demonstrate traditional art  s and creativity experience in creating game as s eg props character modeling concepts weapons 3d as s visual effects animation lighting with associated technical requirements  introductory knowledge of game engines and artist    amazon is an equal opportunity employer and does not discriminate on the basis of race ethnicity gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus  pursuant to the san francisco fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  pursuant to the los angeles fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  the pay range for this position in colorado is 5128month fulltime interns working longer than 90 days will be eligible for access to a medical benefit and can enroll in a 401k on day 1 if age 18 interns will also have access to paid time off this   is provided per the colorado equal pay act base pay   is based on market location applicants should apply via amazons internal or external careers site
Job ID: 1839289 , currently working towards a bachelor degree in computer science computer engineering humancomputer interaction or other equivalent technical disciplines discipline with an expected conferral   between august 2021  august 2022 andor completed your degree no more than 12 months ago  knowledge of web applications and frontend languages libraries and rendering technologies eg javascript css3 and html5  knowledge of frontend fundamentals eg client vs server rendering previous technical internships if applicable  knowledge of modern javascript frameworks and libraries such as react redux ractive ember or angular along with the knowledge of when to use them  experience with modern web technologies and techniques such as html5 css3 ecmascript 2016 css preprocessors sass less stylus javascript transpilers babel coffeescript typescript and javascript build   browserify webpack grunt gulp    in at least one modern programming language such as java python scala c or c  computer science fundamentals in oo design functional programming data structures and algorithm design  experience creating engaging intuitive efficient and highly   user interfaces  experience building rich datadriven web applications  experience with nodejs and the npm package ecosystem  amazon is an equal opportunity employer and does not discriminate on the basis of race ethnicity gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus  pursuant to the san francisco fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  pursuant to the los angeles fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  the pay for this position in colorado is 120000  however base pay offered may vary depending on jobrelated knowledge  s and experience a signon bonus and restricted stock units may be provided as part of the compensation package in addition to a full range of medical financial andor other benefits dependent on the position offered this   is provided per the colorado equal pay act base pay   is based on market location applicants should apply via amazons internal or external careers site
Job ID: 1838807 , bachelors or associates degree in computer science computer engineering or related sciencetechnical fields equivalent training certifications andor experience  02  s of relevant experience or currently enrolled with a graduation   in 2022  good communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  demonstrated ability to adapt to new technologies and learn quickly  experience with two or more of the following networking fundamentals security storage databases relational andor nosql operating systems unix linux andor windows modern programming languages nodejs java ruby c python or php  business fluent english languages  s experience implementing a cloudbased technology solution in a school project or while working for a company  experience with one or more of the following domains systems administration linuxwindow network administration dns ipsec bgp vpn load balancing      all offers are conditional on references verification of the right to work in the uk and successful background screening check this will include previous employment verification qualification verification if relevant and a relevant criminal check
Job ID: 1838733 ,  students in first   from fulltime mba program  04  s of experience  successful completion and graduation with a mba degree prior to start   at amazon in 2023 demonstration of interest in working in the fast paced technology industry  proof that you are capable of both strategic thinking along with  ed execution  consistent track record of taking full ownership and delivering results  comfortable with handson management of tasks and proven ability to manage multiple contending priorities  simultaneously  strong communication  s managing multiple stakeholders and partner teams
Job ID: 1838063 , a degree in computer science  engineering  mathematics  technology  related sciencetechnical field or equivalent training certifications andor experience 02  s  interest and aptitude to learn about and deliver cloudbased solutions to customers  experience with one of the programming languages like java python ruby nodejs c or c or the interest and technical ability to learn a programming language  written and verbal communication  s and ability to effectively articulate technical challenges and solutions to both large and small audiences  fluent   in english and dutch demonstrated ability to adapt to new technologies and learn quickly  experience with networking fundamentals including security storage or databases relational andor nosql operating systems unix linux andor windows  experience with software development lifecycle sdlc and agileiterative methodologies experience with infrastructure as code ops automation and configuration management   such as chef puppet or ansible  knowledge of the primary aws services such as ec2 elb rds vpc route53 and s3  experience around implementing cloudbased technology solutions  in a school project or while working for a company      
Job ID: 1827049 , bachelor degree and currently enrolled in an mba program as a first  student  4  s of corporate development private equity investment banking or management consulting experience with a focus on the technology sector  high   with valuation modeling and techniques  advanced analytical  s  proven fluency with excel excellent business judgment  bachelor degree mba is strongly preferred  exemplary interpersonal  s and ability to gain respect of senior management and external executives  ability to build and maintain a network of relationships which facilitate deal flow  selfstarter who can excel in a fastpaced and fluid environment  demonstrated ability to think strategically and creatively while applying sound business judgment and quantitative analytics  excellent oral and written  s to communicate complex issues and influence others internally and externally   amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation  ed veteran status disability age or other legally  ed status for individuals with disabilities who would like to request an accommodation please visit   amazonjobsendisabilityus   pursuant to the san francisco fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  pursuant to the los angeles fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  the pay for this position in colorado is 9208monthly however base pay offered may vary depending on jobrelated knowledge  s and experience a signon bonus and restricted stock units may be provided as part of the compensation package in addition to a full range of medical financial andor other benefits dependent on the position offered this   is provided per the colorado equal pay act base pay   is based on market location applicants should apply via amazons internal or external careers site
Job ID: 1826098 , currently enrolled in or will receive a bachelor degree in computer science computer engineering   management   systems or other equivalent technical discipline with an expected conferral   between august 2021  august 2022 andor completed your degree no more than 12 months ago  experience with data mining and data transformation  experience with database andor data warehouse solutions  experience building data pipelines or automated etl processes  experience with sql  experience with one or more scripting language eg python kornshell enrolled in a master degree or advanced technical degree  previous technical internships if applicable  can articulate the basic differences between datatypes eg jsonnosql relational  familiar with the basic implications of different implementation decisions eg distributed processing parallel processing  understand the basics of designing and implementing a data schema eg normalization relational model vs dimensional model  experience building code based on data pipelines able to process big data s  knowledge of writing and optimizing sql queries with largescale complex data s  experience with big data processing technology eg hadoop or apachespark data warehouse technical architecture infrastructure components and reportinganalytic   and environments  experience with data visualization software eg aws quicksight or tableau  pursuant to the san francisco fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  pursuant to the los angeles fair chance ordinance we will   for employment qualified applicants with arrest and conviction records  the pay range for this position in colorado is 108700 however base pay offered may vary depending on jobrelated knowledge  s and experience a signon bonus and restricted stock units may be provided as part of the compensation package in addition to a full range of medical financial andor other benefits dependent on the position offered this   is provided per the colorado equal pay act base pay   is based on market location applicants should apply via amazons internal or external careers site  amazon is an equal opportunity employer and does not discriminate on the basis of race national origin gender gender identity sexual orientation disability age or other legally  ed status if you would like to request an accommodation please notify your recruiter
