0,1
Job ID: 1797611 | Amazon.com Services LLC," 3+ years of relevant professional or military work experience which occurred after completing your undergraduate program and prior to starting your MBA or master's program
 Currently enrolled in a MBA or equivalent Master degree program with a conferral date between December 1, 2021 and September 30, 2022.Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.


For employees based in Colorado, this position starts at $130,000/[yr]. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a range of medical, financial, and/or other benefits, dependent on the position offered. For more information regarding Amazon benefits, please visit https://www.amazon.jobs/en/benefits. Applicants should apply via Amazon internal or external careers site."
Job ID: 1790465 | AWS EMEA SARL (Germany Branch),"
 A degree in Computer Science / Engineering / Mathematics / Technology / Related science/technical field OR equivalent training, certifications, and/or experience.
 Interest and aptitude to learn about and deliver cloud-based solutions to customers.
 Experience with one of the programming languages like Java, Python, Ruby, Node.js, C#, or C++ OR the interest and technical ability to learn a programming language.
 Written and verbal communication skills and ability to effectively articulate technical challenges and solutions to both large and small audiences.
 Fluent proficiency in English and German..Preferred Qualifications
 Demonstrated ability to adapt to new technologies and learn quickly.
 Experience with Networking fundamentals including Security, Storage or Databases (Relational and/or NoSQL), Operating Systems (Unix, Linux, and/or Windows)
 Experience with one or more of the following domains: systems administration (Linux/Window), network administration (DNS, IPsec, BGP, VPN, Load Balancing), or programming (Node.JS, Java, Ruby, C#, Python, or PHP).
 Experience around implementing cloud-based technology solutions - in a school project or while working for a company.

  

"
Job ID: 1780181 | Amazon.com Services LLC," 3+ years of relevant professional or military work experience which occurred after completing your undergraduate program and prior to starting your MBA or master's program
 Currently enrolled in a MBA or equivalent Master degree program with a conferral date between December 1, 2022 and September 30, 2023
 PMTs must have an undergraduate degree in Science, Technology, Engineering, or Mathematics (STEM) and/or relevant industry experience working within technology teams.Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.


For employees based in Colorado, this position starts at $130,000/[yr]. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a range of medical, financial, and/or other benefits, dependent on the position offered. For more information regarding Amazon benefits, please visit https://www.amazon.jobs/en/benefits. Applicants should apply via Amazon internal or external careers site."
Job ID: 1778392 | Amazon.com Services LLC," Currently enrolled in a MBA or equivalent Master degree program with a conferral date between December 1, 2021 and September 30, 2022
 PMTs must have an undergraduate degree in Science, Technology, Engineering, or Mathematics (STEM) and/or relevant industry experience working within technology teams.Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.


For employees based in Colorado, this position starts at $130,000/[yr]. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a range of medical, financial, and/or other benefits, dependent on the position offered. For more information regarding Amazon benefits, please visit https://www.amazon.jobs/en/benefits. Applicants should apply via Amazon internal or external careers site."
Job ID: 1775442 | Amazon Europe Core SARL - LUX,"
* Currently enrolled in a Bachelor or Master Degree in Computer Science, Computer Engineering, or related fields at time of application
* Although no specific programming language is required  you should be familiar with the syntax of languages such as Java, C/C++ or Python
* Knowledge of Computer Science fundamentals such as object-oriented design, algorithm design, data structures, problem solving and complexity analysis.PREFERRED QUALIFICATIONS
* Previous technical internship(s) if applicable
* Experience with distributed, multi-tiered systems, algorithms, and relational databases
* Experience in optimization mathematics such as linear programming and nonlinear optimization
* Ability to effectively articulate technical challenges and solutions
* Adept at handling ambiguous or undefined problems as well as ability to think abstractly

  

We prioritize candidates who demonstrate relevant skills for this role. You may wish to attend one of our upskilling events at amazonstudentevents.splashthat.com.





"
Job ID: 1775362 | Amazon Europe Core SARL - LUX,"
 Graduated less than 6 months ago or about to complete a Bachelor or Master Degree in Computer Science, Computer Engineering, or related fields at time of application
 Although no specific programming language is required  you should be familiar with the syntax of languages such as Java, C/C++ or Python
 Knowledge of Computer Science fundamentals such as object-oriented design, algorithm design, data structures, problem solving and complexity analysis.PREFERRED QUALIFICATIONS
 Previous technical internship(s)
 Experience with distributed, multi-tiered systems, algorithms, and relational databases
 Experience in optimization mathematics such as linear programming and nonlinear optimization
 Ability to effectively articulate technical challenges and solutions
 Adept at handling ambiguous or undefined problems as well as ability to think abstractly

  


We prioritize candidates who demonstrate relevant skills for this role. You may wish to attend one of our upskilling events at amazonstudentevents.splashthat.com.




"
Job ID: 1771731 | Amazon Development Center DEU," Enrolled in a Masters degree or PhD in Engineering, Technology, Science, Operations Research, Robotics, Mathematics or a related quantitative field
 Relevant experience in at least one of the related science disciplines (Machine Learning and Natural Language Understanding)
 Fluency in at least one programming or scripting language (e.g., Python, Java, C, C++)
 Experience in problem solving and data analytics. Demonstrated deep expertise in at least oneof the related science disciplines (optimization  LP, MIP, Statistics, Machine Learning, Process Control, Combinatorial Optimization)
 Excellent written and verbal communication skills.
 Experience working with data mining on large datasets (“big data”).
 Experience with SQL and Statistical/mathematical programming software packages (e.g., R, SPSS, CPLEX, LONDO or Xpress, etc.).
This is not a remote internship opportunity.


  
Applicants who apply for this job will allow Amazon to process your application in a centralized hiring system that considers you for other similar openings as well

EU Student Programs Team"
Job ID: 1767956 | Amazon EU SARL (Italy Branch)," Currently enrolled in a Bachelor or Master Degree or finished studies max. 6 months ago
 Experience with SQL or ETL
 Experience in financial/business analysis
 Experience defining requirements and using data and metrics to draw business insights
 Mandatory to be able to sign a learning agreement with student University
 Availability to work 40h/week. Analytical and quantitative skills, ability to use hard data and metrics to back up assumptions and concepts
 Fluent written and verbal communication in English and Spanish
 Proficient written and verbal communication in another European language
 Advanced excel

Application and Assessment Process
Selected candidates will be invited to attend a virtual interview consisting of a combination of interviews and case studies. This selection process is subject to change but you will be notified if any changes are made.



  






"
Job ID: 1767955 | Amazon EU SARL (Italy Branch)," Currently enrolled in a Bachelor / Master Degree or finished studies max. 6 months ago in finance, accounting, business and/or similar discipline focused on analytics
 Mandatory to be able to sign a learning agreement with student University
 Availability to work 40h/week. Fluent written and verbal communication in English and Italian
 Analytical acumen and interpersonal and communication skills and be someone who is comfortable with ambiguity and working with large databases
 Experience in Excel (e.g., sum, if, pivots, lookups)
 Experience performing financial and ad hoc analysis using Excel
 Experience demonstrating problem solving and root cause analysis
 Proven ability to develop new ideas and solutions
 Ability to meet tight deadlines, prioritize workload, and achieve effective results in a fast-paced, dynamic environment
 Demonstrated effective communication and presentation skills working with peers and various levels of management
 Experience working with large-scale data mining and reporting tools (.g., SQL, MSAccess, Essbase, and/or Cognos)

Application and Assessment Process
Selected candidates will be invited to attend a virtual interview consisting of a combination of interviews and case studies. This selection process is subject to change but you will be notified if any changes are made.




  




"
Job ID: 1765982 | Amazon.com Services LLC," Currently working towards a Bachelor Degree in computer science, computer engineering, or other equivalent technical discipline with an expected conferral date between August 2021  August 2022 and/or completed your degree no more than 12 months ago
 Knowledge of one or more scripting languages (e.g., Python, Ruby, Perl)
 Knowledge of software-testing techniques (e.g., equivalence class partitioning), and software testing life cycle
 Experience with technologies (e.g., Selenium, Junit, TestNG, and other open source tools). Enrolled in a Master Degree or advanced technical degree
 Previous technical internship(s), if applicable
 Experience in four core software-testing techniques: 1) equivalence class partitioning; 2) boundary value testing; 3) verifying each requirement; and 4) state transition.
 Experience testing device software and operating systems (e.g., Android), and/or Linux
 Experience executing and maintaining black box test cases
 Excellent communication, collaboration, analytical, and problem solving skills
Amazon is an equal opportunity employer and does not discriminate on the basis of race, ethnicity, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

The pay for this position in Colorado is $94,000/year. however, base pay offered may vary depending on job-related knowledge, skills, and experience. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Colorado Equal Pay Act. Base pay information is based on market location. Applicants should apply via Amazon's internal or external careers site."
Job ID: 1765748 | Amazon.com Services LLC," 3+ years of relevant professional or military work experience which occurred after completing your undergraduate program and prior to starting your MBA or master's program
 Currently enrolled in a MBA or equivalent Master degree program with a conferral date between December 1, 2020 and November 30, 2021
 PMTs must have an undergraduate degree in Science, Technology, Engineering, or Mathematics (STEM) and/or relevant industry experience working within technology teams.Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.


For employees based in Colorado, this position starts at $130,000/[yr]. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a range of medical, financial, and/or other benefits, dependent on the position offered. For more information regarding Amazon benefits, please visit https://www.amazon.jobs/en/benefits. Applicants should apply via Amazon internal or external careers site."
Job ID: 1764731 | Amazon EU SARL (Spain Branch)," In final year of studies for Bachelor or Master degree in any discipline or graduated in the last 6 months; business or technical background is considered an advantage. 1  2 previous internship/work experiences or background in data-driven business operations processes is considered an advantage

 Excellent skills in MS Office

 Strong experience in dealing with processes and large amount of data

 Fluent written and verbal communication in English and Spanish

 Knowledge in MS Office programs as Outlook, Excel and PowerPoint

 Planning, prioritization and time-management skills

 Strong attention to detail



  

Want to know more about our opportunities? Visit our Student Events page to register for one of our upcoming virtual events:


https://amazonstudentevents.splashthat.com/careers


"
Job ID: 1764720 | Amazon EU SARL (Italy Branch)," In final year of studies for Bachelor or Master degree in any discipline or graduated in the last 6 months; business or technical background is considered an advantage. 1  2 previous internship/work experiences or background in data-driven business operations processes is considered an advantage

 Excellent skills in MS Office

 Strong experience in dealing with processes and large amount of data

 Fluent written and verbal communication in English and Spanish (Italian for Italian offer)

 Knowledge in MS Office programs as Outlook, Excel and PowerPoint

 Planning, prioritization and time-management skills

 Strong attention to detail




  




This position is preferably intended for candidates belonging to Protected Categories with certification as beneficiary of Law 68/99, Article 1, Paragraph 1


"
Job ID: 1763393 | Amazon EU SARL," Enrolled in a PhD or Master's degree in Engineering, Computer Science, Machine Learning, Operations Research, Statistics or related fields
 Experience in Java, C++, SQL, R, MATLAB, Python, or similar scripting and programming languages
 Experience in design of experiments, statistical analysis, implementing algorithms in computer vision using both toolkits and self-developed code
 Experience in solving business problems through machine learning, data mining and statistical algorithms. Familiar with the core undergraduate curriculum of computer science.
 Technical fluency; comfort understanding and discussing architectural concepts and algorithms, schedule tradeoffs and new opportunities with technical team members.
 Publications at top-tier peer-reviewed conferences or journals.
 Excellent critical thinking skills, combined with the ability to present your beliefs clearly and compellingly in both verbal and written form.

This is not a remote internship opportunity.


  
Applicants who apply for this job will allow Amazon to process your application in a centralized hiring system that considers you for other similar openings as well

EU Student Programs Team"
Job ID: 1759672 | Amazon Asia-Pacific Holdings," A completed Bachelor Degree from an accredited university
 Experience with performance metrics and process improvement (how, when, who)
 Excellent written and verbal communication skills in a fast-moving environment.
 Flexibility to work overtime during Amazon peak season, and able to manage complex shifts schedule planning (nights, weekends, etc.), emergency responds and organize multiple tasks simultaneously.
 Ability to organize and manage multiple tasks simultaneously
 Ability to innovate and simplify current processes and practices to improve efficiency.
 Ability to lead large teams of direct reports.. Degree in Operations, Supply Chain, Engineering or related field is a plus
 Experience leading and interacting with cross-functional teams
 Interest in long-term career development through assignments across the region.
 Direct management experience for employees and their performance
 Enjoy analytical work and using data to provide thought-provoking and workable solutions. Data is what you look to when given a problem to solve."
Job ID: 1759404 | Amazon Asia-Pacific Holdings," Currently pursuing an MBA degree
 Able to commit to a full-time internship for a minimum of 3-months
 2+ years of full-time industry work experience
 Committed to learning new things, taking ownership, and getting things done
 Excellent attention to detail, results-oriented with hands-on mentality.. Comfortable working in a cross-functional, dynamic environment, managing multiple, sometimes competing, priorities
 Excellent communication skills, both verbal and written
 Comfortable working with large volumes of complex data and presenting findings
 Strong Excel skills, knowledge of SQL, TM1/Cognos is a plus"
Job ID: 1759374 | Amazon Asia-Pacific Holdings," Currently pursuing an MBA degree
 Able to commit to a full-time internship for a minimum of 3-months
 Experience preparing external facing financial statements and/or managing financial or tax audits;.
 Strong interpersonal and communications skills (including written English)
 Understanding of IFRS and US GAAP and ability to explain accounting concepts to non-accountants.
 Experience supporting projects through intake, requirements, design, testing, and launch
 Proven track record of identifying process improvements & supporting new business launches/initiatives.. Degree in Accounting, CPA, Chartered Accountant or similar qualifications.
 Experience in Big-4 public accounting and multi-national corporations.
 Understanding of process automation technologies like VBA, RPA, Alteryx, Python, SQL, and Wdesk.
 Experience working in a fast paced environment similar to a high tech start-up.
 A demonstrated history of solving multiple and complex operational and accounting challenges.
 Experience in ERP or financial reporting systems like Oracle, HFM, Wdesk etc.
 Excellent analytical skills."
Job ID: 1759189 | Amazon EU SARL (Netherlands B)," Currently enrolled in or will receive a Bachelor or Master Degree with a graduation date between September 2022 and September 2023
 Studies within Engineering, Commerce, Business administration or similar field
 Fluent written and verbal communication in English and Dutch. Ability to work on own initiative and as part of a team
 Results-driven focus with analytical capability
 Ability to innovate and simplify current processes and practices
 Strong direct sales skills and a proven track record of performance
 Experience working with clients
 High affinity towards data and technology with ability to dive deep and analyze opportunities and processes


Application and Assessment Process
Selected candidates will be invited to attend a virtual interview consisting of a combination of interviews and case studies. This selection process is subject to change but you will be notified if any changes are made.



  


"
Job ID: 1757410 | Amazon EU SARL," Enrolled in a Masters degree or PhD in Engineering, Technology, Science, Operations Research, Robotics, Mathematics or a related quantitative field
 Relevant experience in at least one of the related science disciplines (Machine Learning and Natural Language Understanding)
 Experience with SQL and Statistical/mathematical programming software packages (e.g., R, SPSS, CPLEX, LONDO or Xpress, etc.).
 Experience in problem solving and data analytics.. Fluency in at least one programming or scripting language (e.g., Python, Java, C, C++)
 Demonstrated deep expertise in at least one of the related science disciplines (optimization  LP, MIP, Statistics, Machine Learning, Process Control, Combinatorial Optimization)
 Excellent written and verbal communication skills.
 Experience working with data mining on large datasets (“big data”).
This is not a remote internship opportunity


  

EU Student Programs Team"
Job ID: 1753498 | Amazon EU SARL(Germany Branch)," In final year of study for Bachelor or Master degree, or graduated in the last six months
 Studies within Engineering, Commerce, Business administration or similar field. Fluent written and verbal communication in English and German
 Knowledge in MS Office programs as Outlook, Excel and PowerPoint
 Analytical skills
 Planning, prioritization and time-management skills
 Ability to communicate efficiently
 Strong attention to detail
 Experience in financial analysis, retail buying, retail planning & allocation, product/project management, marketing, consulting, negotiation or supply chain is a plus
 Experience using analytical specific tools such as Google Analytics, SQL or HTML is a plus
 Proficient written and verbal communication in a second European language

Application and Assessment Process
Successful candidates will be invited to attend online interviews and if offered will be allocated to a role and team based on skills for the role. This selection process is subject to change but you will be notified if any changes are made.



  "
Job ID: 1752402 | Amazon Data Services UK Ltd," Currently enrolled in a Bachelor or Master Degree in Computer Science, Computer Engineering, or related fields at time of application
 Although no specific programming language is required  you should be familiar with the syntax of languages such as Java, C/C++ or Python
 Knowledge of Computer Science fundamentals such as object-oriented design, algorithm design, data structures, problem solving and complexity analysis

EU Student Programs Team. Previous technical internship(s) if applicable
 Experience with distributed, multi-tiered systems, algorithms, and relational databases
 Experience in optimization mathematics such as linear programming and nonlinear optimization
 Ability to effectively articulate technical challenges and solutions
 Adept at handling ambiguous or undefined problems as well as ability to think abstractly

  

We prioritize candidates who demonstrate relevant skills for this role. You may wish to attend one of our upskilling events at amazonstudentevents.splashthat.com"
Job ID: 1752368 | Amazon Dev Centre (London) Ltd," Graduated less than 12 months ago or about to complete a Bachelor or Master Degree in Computer Science, Computer Engineering, or related fields at time of application
 Although no specific programming language is required  you should be familiar with the syntax of languages such as Java, C/C++ or Python
 Knowledge of Computer Science fundamentals such as object-oriented design, algorithm design, data structures, problem solving and complexity analysis. Previous technical internship(s)
 Experience with distributed, multi-tiered systems, algorithms, and relational databases
 Experience in optimization mathematics such as linear programming and nonlinear optimization
 Ability to effectively articulate technical challenges and solution
 Adept at handling ambiguous or undefined problems as well as ability to think abstractly
  

We prioritize candidates who demonstrate relevant skills for this role. You may wish to attend one of our upskilling events at amazonstudentevents.splashthat.com.

EU Student Programs Team"
Job ID: 1751938 | Amazon EU SARL," Enrolled in Master or Ph.D. degree in math, statistics, computer science, or related science field.
 Experience with regression modeling, forecasting, and time series analysis.
 Experience with data scripting languages (e.g. SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
 Experience using one or more programming languages (e.g., Python, Java, C++, C, etc.).
 Experience with big data: processing, filtering, and presenting large quantities (100K to Millions of rows) of data.. Experience in machine-learning methodologies (e.g., supervised and unsupervised learning, deep learning, etc.)
 Experience with clustered data processing (e.g., Hadoop, Spark, Map-reduce, and Hive).
 Experience in communicating technically, at a level appropriate for the audience.
This is not a remote internship opportunity.


  
Applicants who apply for this job will allow Amazon to process your application in a centralized hiring system that considers you for other similar openings as well

EU Student Programs Team"
Job ID: 1749866 | Amazon Development Center DEU," Currently enrolled in a Bachelor or Master Degree in Math/Statistics/Engineering or other equivalent quantitative discipline
 Experience with at least one functional scripting language (e.g., Perl, Python, C, C++, Java, Ruby, shell scripting) and open-source technologies (Linux, Spring, React, etc.). Proficient in one of the following languages (e.g., Python, C, C++, Java, Ruby, or PowerShell)
 Familiarity with TCP/IP networking fundamentals and application of IP protocols such as: DNS, DHCP, NTP, SMTP, and SNMP
 Possess a sound understanding of areas in the basic areas of Computer Science such as Algorithms, Data Structures, Object Oriented Design, Databases
 Interest in infrastructure design and administration
 Strong object-oriented design and coding skills developing on Unix-like operating systems
 Understanding of distributed systems, non-relational databases and Amazon Web Services (AWS)





  





We prioritize candidates who demonstrate relevant skills for this role. You may wish to attend one of our upskilling events at amazonstudentevents.splashthat.com."
Job ID: 1749599 | Amazon.com Services LLC," Currently working towards a Bachelor Degree in computer science, computer engineering, electrical engineering, cybersecurity, information security, or other equivalent technical discipline with an expected conferral date between August 2021  August 2022 and/or completed your degree no more than 12 months ago
 Experience with coding/scripting in one or more languages (e.g., Python, C, C++, Java, Ruby, or PowerShell)
 Coursework, projects, and/or knowledge in one or more of the following domains: access-control system and methodology, network security, application- and system-development security, security architecture and models, cryptography, and operations security. Enrolled in a Master Degree in cybersecurity, information security, or related technical degree
 Previous technical internship(s) in one or more of the following domains: access-control system and methodology, network security, application- and system-development security, security architecture and models, cryptography, and operations security
 Experience with tools such as Wireshark, encryption software, Snort, Sguil, Suricata, Kibana, Metasploit, Nmap, OpenSSL, or Setkey
 Experience with AWS Services including EC2, Lambda, S3, DynamoDB, SQS

Amazon is an equal opportunity employer and does not discriminate on the basis of race, ethnicity, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

The pay for this position in Colorado is $144,000/year. however, base pay offered may vary depending on job-related knowledge, skills, and experience. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Colorado Equal Pay Act. Base pay information is based on market location. Applicants should apply via Amazon's internal or external careers site."
Job ID: 1741754 | ADCI - Karnataka,"Basic Qualification and Skills Required
We are looking for smart and analytical people, who are passionate about operations, to join the Pathways leadership team in Amazon Operations. Our Pathways program is designed for those candidates who thrive on driving change, building an organization and leading through others, by giving them a direct management assignment in our Fulfillment, Sort, and Delivery network. Ideal candidates for this program are expected to leverage their strong analytical, communication, and thinking big skills.

 4+ years of experience in operations, general management or engineering fields
 Exceptional interpersonal and communication skills (both written and verbal)
 Proven track record of taking ownership and driving results
 Experience supporting customers internally and externally.y Technical degree in engineering, computer science, mathematics or operations
 The ability to dive deep into data and provide though-provoking, workable business solutions
 Demonstrated ability to think big and influence across all levels of an organization
 MS-Excel, SQL skills a plus"
Job ID: 1741401 | ADSIN - Karnataka," Graduate degree (MS or PhD) in Electrical Engineering, Computer Science, Mathematics or Physics with specialization in speech recognition, natural language processing, machine translation, time series analysis, signal processing, machine learning and/or system building.
 Familiarity with programming languages such as C/C++, Python, Java or Perl.. Experience in building speech recognition, machine translation and natural language processing systems (e.g., commercial speech products or government speech projects)
 Solid Machine Learning background and familiar with standard speech and machine learning techniques.
 Scientific thinking and the ability to invent, a track record of thought leadership and contributions that have advanced the field.
 Solid software development experience.
 Good written and spoken communication skills."
Job ID: 1741033 | AWS EMEA SARL (UK Branch),"
 A degree in Computer Science / Engineering / Mathematics / Technology / Related science/technical field OR equivalent training, certifications, and/or experience.
 Interest and aptitude to learn about and deliver cloud-based solutions to customers.
 Experience with one of the programming languages like Java, Python, Ruby, Node.js, C#, or C++ OR the interest and technical ability to learn a programming language.
 Written and verbal communication skills and ability to effectively articulate technical challenges and solutions to both large and small audiences.
 Fluent proficiency in English..Preferred Qualifications
 Demonstrated ability to adapt to new technologies and learn quickly.
 Experience with Networking fundamentals including Security, Storage or Databases (Relational and/or NoSQL), Operating Systems (Unix, Linux, and/or Windows)
 Experience with one or more of the following domains: systems administration (Linux/Window), network administration (DNS, IPsec, BGP, VPN, Load Balancing), or programming (Node.JS, Java, Ruby, C#, Python, or PHP).
 Experience around implementing cloud-based technology solutions - in a school project or while working for a company.

  





All offers are conditional on references, verification of the right to work in the UK, and successful background screening check. This will include previous employment verification, qualification verification (if relevant) and a relevant criminal check.

All offers are conditional on references, verification of the right to work in the UK, and successful background screening check. This will include previous employment verification, qualification verification (if relevant) and a relevant criminal check."
Job ID: 1739343 | AWS EMEA SARL (Netherlands)," Currently enrolled in an Associate or greater degree program (e.g., Associate degree, Bachelor degree) with a graduation date between June 2022 and December 2023. Majoring in one of the following: Computer Science, Computer Engineering, Computer Information Systems or related science/technical fields.
 Experience with one of the following programming languages: Java, Python, Ruby, Node.js, C#, or C++
 Experience with two or more of the following Networking fundamentals, Security, Storage or Databases (Relational and/or NoSQL), Operating Systems (Unix, Linux, and/or Windows). Returning to your degree after completing the internship.
 Available to work full-time for a minimum of 8 weeks
 Good communication skills and ability to effectively articulate technical challenges and solutions to both large and small audiences
 Demonstrated ability to adapt to new technologies and learn quickly

Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us."
Job ID: 1739342 | AWS EMEA SARL (Netherlands),"



 Currently in your penultimate or final year of a degree in Computer Science / Engineering / Mathematics / Technology / Related science/technical field. Ideally completing this degree post-internship.
 Interest and aptitude to learn about and deliver cloud-based solutions to customers.
 Experience with one of the programming languages like Java, Python, Ruby, Node.js, C#, or C++ OR the interest and technical ability to learn a programming language.
 Written and verbal communication skills and ability to effectively articulate technical challenges and solutions to both large and small audiences.
 Fluent proficiency in English.. Demonstrated ability to adapt to new technologies and learn quickly.
 Experience with Networking fundamentals including Security, Storage or Databases (Relational and/or NoSQL), Operating Systems (Unix, Linux, and/or Windows)
 Experience with one or more of the following domains: systems administration (Linux/Window), network administration (DNS, IPsec, BGP, VPN, Load Balancing), or programming (Node.JS, Java, Ruby, C#, Python, or PHP).

  
"
Job ID: 1739222 | AWS EMEA SARL (Spain Branch)," A degree in Computer Science / Engineering / Mathematics / Technology / Related science/technical field OR equivalent training, certifications, and/or experience (0-2 years).
 Interest and aptitude to learn about and deliver cloud-based solutions to customers.
 Experience with one of the programming languages like Java, Python, Ruby, Node.js, C#, or C++ OR the interest and technical ability to learn a programming language.
 Written and verbal communication skills and ability to effectively articulate technical challenges and solutions to both large and small audiences.
 Fluent proficiency in English and Spanish.. Demonstrated ability to adapt to new technologies and learn quickly.
 Experience with Networking fundamentals including Security, Storage or Databases (Relational and/or NoSQL), Operating Systems (Unix, Linux, and/or Windows)
 Experience with software development lifecycle (SDLC) and agile/iterative methodologies; Experience with infrastructure as code, ops automation, and configuration management tools such as Chef, Puppet, or Ansible.
 Knowledge of the primary AWS services such as EC2, ELB, RDS, VPC, Route53, and S3.
 Experience around implementing cloud-based technology solutions - in a school project or while working for a company.


  
"
Job ID: 1739177 | AWS EMEA SARL (Germany Branch)," Currently in your penultimate or final year of a degree in Computer Science / Engineering / Mathematics / Technology / Related science/technical field. Ideally completing this degree post-internship.
 Interest and aptitude to learn about and deliver cloud-based solutions to customers.
 Experience with one of the programming languages like Java, Python, Ruby, Node.js, C#, or C++ OR the interest and technical ability to learn a programming language.
 Written and verbal communication skills and ability to effectively articulate technical challenges and solutions to both large and small audiences.
 Fluent proficiency in English.. Demonstrated ability to adapt to new technologies and learn quickly.
 Experience with Networking fundamentals including Security, Storage or Databases (Relational and/or NoSQL), Operating Systems (Unix, Linux, and/or Windows)
 Experience with software development lifecycle (SDLC) and agile/iterative methodologies; Experience with infrastructure as code, ops automation, and configuration management tools such as Chef, Puppet, or Ansible.
 Knowledge of the primary AWS services such as EC2, ELB, RDS, VPC, Route53, and S3,
 Fluency in a second language.



  

"
Job ID: 1739173 | AWS EMEA SARL (Germany Branch)," Currently in your penultimate or final year of a degree in Computer Science / Engineering / Mathematics / Technology / Related science/technical field. Ideally completing this degree post-internship.
 Interest and aptitude to learn about and deliver cloud-based solutions to customers.
 Experience with one of the programming languages like Java, Python, Ruby, Node.js, C#, or C++ OR the interest and technical ability to learn a programming language.
 Written and verbal communication skills and ability to effectively articulate technical challenges and solutions to both large and small audiences.
 Fluent proficiency in English.. Demonstrated ability to adapt to new technologies and learn quickly.
 Experience with Networking fundamentals including Security, Storage or Databases (Relational and/or NoSQL), Operating Systems (Unix, Linux, and/or Windows)
 Experience with one or more of the following domains: systems administration (Linux/Window), network administration (DNS, IPsec, BGP, VPN, Load Balancing), or programming (Node.JS, Java, Ruby, C#, Python, or PHP).


  
"
Job ID: 1739172 | AWS EMEA SARL (Spain Branch)," Currently in your penultimate or final year of a degree in Computer Science / Engineering / Mathematics / Technology / Related science/technical field. Ideally completing this degree post-internship.
 Interest and aptitude to learn about and deliver cloud-based solutions to customers.
 Experience with one of the programming languages like Java, Python, Ruby, Node.js, C#, or C++ OR the interest and technical ability to learn a programming language.
 Written and verbal communication skills and ability to effectively articulate technical challenges and solutions to both large and small audiences.
 Fluent proficiency in English.. Demonstrated ability to adapt to new technologies and learn quickly.
 Experience with Networking fundamentals including Security, Storage or Databases (Relational and/or NoSQL), Operating Systems (Unix, Linux, and/or Windows)
 Experience with one or more of the following domains: systems administration (Linux/Window), network administration (DNS, IPsec, BGP, VPN, Load Balancing), or programming (Node.JS, Java, Ruby, C#, Python, or PHP).

  
"
